caseid,task,user,end_timestamp,start_timestamp,Monthly Income,Total Debt,Loan Ammount,Owns Vehicle,Demographic,External Risk Score,Aggregated Risk Score
1001,Credit application received,SYSTEM,2022-04-06 10:48:37.37,2022-04-06 10:48:37.37,1436.773956,7062.219177,6893.817338,TRUE,demographic_type_1,0.209202593,0.206352978
1001,Check Liability,Clerk-000004,2022-04-06 10:58:02.02,2022-04-06 10:48:37.37,1436.773956,7062.219177,6893.817338,TRUE,demographic_type_1,0.209202593,0.206352978
1001,Notify rejection,Credit Officer-000001,2022-04-06 11:12:22.22,2022-04-06 10:58:02.02,1436.773956,7062.219177,6893.817338,TRUE,demographic_type_1,0.209202593,0.206352978
1001,Credit application processed,SYSTEM,2022-04-06 11:12:22.22,2022-04-06 11:12:22.22,1436.773956,7062.219177,6893.817338,TRUE,demographic_type_1,0.209202593,0.206352978
1001,End,End,2022-04-06 11:12:22.22,2022-04-06 11:12:22.22,1436.773956,7062.219177,6893.817338,TRUE,demographic_type_1,0.209202593,0.206352978
1002,Start,Start,2022-04-06 10:55:35.35,2022-04-06 10:55:35.35,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,,0.384823596
1002,Credit application received,SYSTEM,2022-04-06 10:55:35.35,2022-04-06 10:55:35.35,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,,0.384823596
1002,Check Liability,Clerk-000001,2022-04-06 11:00:44.44,2022-04-06 10:55:35.35,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,,0.384823596
1002,Check Risk,Clerk-000002,2022-04-06 11:08:23.23,2022-04-06 11:00:44.44,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,,0.384823596
1002,Notify rejection,Credit Officer-000002,2022-04-06 11:25:55.55,2022-04-06 11:08:23.23,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,0.11830722,0.384823596
1002,Credit application processed,SYSTEM,2022-04-06 11:25:55.55,2022-04-06 11:25:55.55,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,0.11830722,0.384823596
1002,End,End,2022-04-06 11:25:55.55,2022-04-06 11:25:55.55,1037.776627,4149.458321,16845.51916,TRUE,demographic_type_3,0.11830722,0.384823596
1003,Start,Start,2022-04-06 10:58:13.13,2022-04-06 10:58:13.13,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,,0.127751211
1003,Credit application received,SYSTEM,2022-04-06 10:58:13.13,2022-04-06 10:58:13.13,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,,0.127751211
1003,Check Liability,Clerk-000003,2022-04-06 11:04:38.38,2022-04-06 10:58:13.13,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,,0.127751211
1003,Check Risk,Clerk-000004,2022-04-06 11:16:16.16,2022-04-06 11:04:38.38,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,,0.127751211
1003,Check Monthly Income,Clerk-000001,2022-04-06 11:20:06.06,2022-04-06 11:16:16.16,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,0.03633802,0.127751211
1003,Assess application,Clerk-000003,2022-04-06 11:23:49.49,2022-04-06 11:20:06.06,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,0.03633802,0.127751211
1003,Make credit offer,Credit Officer-000003,2022-04-06 11:34:54.54,2022-04-06 11:23:49.49,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,0.03633802,0.127751211
1003,Credit application processed,SYSTEM,2022-04-06 11:34:54.54,2022-04-06 11:34:54.54,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,0.03633802,0.127751211
1003,End,End,2022-04-06 11:34:54.54,2022-04-06 11:34:54.54,1209.680193,1086.080649,7041.138441,TRUE,demographic_type_3,0.03633802,0.127751211
1004,Start,Start,2022-04-06 11:41:22.22,2022-04-06 11:41:22.22,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,,0.099646038
1004,Credit application received,SYSTEM,2022-04-06 11:41:22.22,2022-04-06 11:41:22.22,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,,0.099646038
1004,Check Liability,Clerk-000002,2022-04-06 12:02:49.49,2022-04-06 11:41:22.22,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,,0.099646038
1004,Check Risk,Clerk-000003,2022-04-06 12:08:40.40,2022-04-06 12:02:49.49,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,,0.099646038
1004,Check Monthly Income,Clerk-000002,2022-04-06 12:14:38.38,2022-04-06 12:08:40.40,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,0.372561343,0.099646038
1004,Assess application,Clerk-000004,2022-04-06 12:19:06.06,2022-04-06 12:14:38.38,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,0.372561343,0.099646038
1004,Notify rejection,Credit Officer-000001,2022-04-06 12:28:18.18,2022-04-06 12:19:06.06,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,0.372561343,0.099646038
1004,Credit application processed,SYSTEM,2022-04-06 12:28:18.18,2022-04-06 12:28:18.18,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,0.372561343,0.099646038
1004,End,End,2022-04-06 12:28:18.18,2022-04-06 12:28:18.18,1101.784396,4112.313552,3423.558477,TRUE,demographic_type_1,0.372561343,0.099646038
1005,Start,Start,2022-04-06 11:42:59.59,2022-04-06 11:42:59.59,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,,0.009263115
1005,Credit application received,SYSTEM,2022-04-06 11:42:59.59,2022-04-06 11:42:59.59,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,,0.009263115
1005,Check Liability,Clerk-000004,2022-04-06 11:46:48.48,2022-04-06 11:42:59.59,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,,0.009263115
1005,Check Risk,Clerk-000001,2022-04-06 12:04:30.30,2022-04-06 11:46:48.48,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,,0.009263115
1005,Check Monthly Income,Clerk-000004,2022-04-06 12:10:17.17,2022-04-06 12:04:30.30,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,0.204073109,0.009263115
1005,Notify rejection,Credit Officer-000004,2022-04-06 12:18:00.00,2022-04-06 12:10:17.17,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,0.204073109,0.009263115
1005,Credit application processed,SYSTEM,2022-04-06 12:18:00.00,2022-04-06 12:18:00.00,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,0.204073109,0.009263115
1005,End,End,2022-04-06 12:18:00.00,2022-04-06 12:18:00.00,765.4602278,2112.654252,2772.96434,TRUE,demographic_type_1,0.204073109,0.009263115
1006,Start,Start,2022-04-06 12:12:03.03,2022-04-06 12:12:03.03,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,,0.321158725
1006,Credit application received,SYSTEM,2022-04-06 12:12:03.03,2022-04-06 12:12:03.03,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,,0.321158725
1006,Check Liability,Clerk-000001,2022-04-06 12:25:48.48,2022-04-06 12:12:03.03,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,,0.321158725
1006,Check Risk,Clerk-000002,2022-04-06 12:34:36.36,2022-04-06 12:25:48.48,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,,0.321158725
1006,Check Monthly Income,Clerk-000003,2022-04-06 12:40:06.06,2022-04-06 12:34:36.36,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,0.779354204,0.321158725
1006,Assess application,Clerk-000004,2022-04-06 12:44:47.47,2022-04-06 12:40:06.06,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,0.779354204,0.321158725
1006,Notify rejection,Credit Officer-000003,2022-04-06 12:54:51.51,2022-04-06 12:44:47.47,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,0.779354204,0.321158725
1006,Credit application processed,SYSTEM,2022-04-06 12:54:51.51,2022-04-06 12:54:51.51,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,0.779354204,0.321158725
1006,End,End,2022-04-06 12:54:51.51,2022-04-06 12:54:51.51,1490.75595,4929.563417,9033.540395,TRUE,demographic_type_3,0.779354204,0.321158725
1007,Start,Start,2022-04-06 12:14:24.24,2022-04-06 12:14:24.24,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,,0.439917675
1007,Credit application received,SYSTEM,2022-04-06 12:14:24.24,2022-04-06 12:14:24.24,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,,0.439917675
1007,Check Liability,Clerk-000003,2022-04-06 12:22:58.58,2022-04-06 12:14:24.24,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,,0.439917675
1007,Check Risk,Clerk-000004,2022-04-06 12:35:31.31,2022-04-06 12:22:58.58,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,,0.439917675
1007,Check Monthly Income,Clerk-000002,2022-04-06 12:40:14.14,2022-04-06 12:35:31.31,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,0.92211019,0.439917675
1007,Assess application,Clerk-000001,2022-04-06 12:45:42.42,2022-04-06 12:40:14.14,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,0.92211019,0.439917675
1007,Notify rejection,Credit Officer-000004,2022-04-06 13:00:23.23,2022-04-06 12:45:42.42,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,0.92211019,0.439917675
1007,Credit application processed,SYSTEM,2022-04-06 13:00:23.23,2022-04-06 13:00:23.23,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,0.92211019,0.439917675
1007,End,End,2022-04-06 13:00:23.23,2022-04-06 13:00:23.23,1024.567188,2890.768932,1812.256326,TRUE,demographic_type_3,0.92211019,0.439917675
1008,Start,Start,2022-04-06 12:19:40.40,2022-04-06 12:19:40.40,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,,0.061000014
1008,Credit application received,SYSTEM,2022-04-06 12:19:40.40,2022-04-06 12:19:40.40,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,,0.061000014
1008,Check Liability,Clerk-000002,2022-04-06 12:24:39.39,2022-04-06 12:19:40.40,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,,0.061000014
1008,Check Risk,Clerk-000003,2022-04-06 12:31:49.49,2022-04-06 12:24:39.39,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,,0.061000014
1008,Check Monthly Income,Clerk-000001,2022-04-06 12:37:35.35,2022-04-06 12:31:49.49,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,0.166053271,0.061000014
1008,Notify rejection,Credit Officer-000002,2022-04-06 12:52:09.09,2022-04-06 12:37:35.35,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,0.166053271,0.061000014
1008,Credit application processed,SYSTEM,2022-04-06 12:52:09.09,2022-04-06 12:52:09.09,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,0.166053271,0.061000014
1008,End,End,2022-04-06 12:52:09.09,2022-04-06 12:52:09.09,733.7082778,3864.96739,8929.188456,TRUE,demographic_type_3,0.166053271,0.061000014
1009,Start,Start,2022-04-06 12:43:13.13,2022-04-06 12:43:13.13,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
1009,Credit application received,SYSTEM,2022-04-06 12:43:13.13,2022-04-06 12:43:13.13,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
1009,Check Liability,Clerk-000003,2022-04-06 12:57:48.48,2022-04-06 12:43:13.13,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
1009,Notify rejection,Credit Officer-000001,2022-04-06 13:03:49.49,2022-04-06 12:57:48.48,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
1009,Credit application processed,SYSTEM,2022-04-06 13:03:49.49,2022-04-06 13:03:49.49,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
1009,End,End,2022-04-06 13:03:49.49,2022-04-06 13:03:49.49,1903.687586,6634.967533,7319.944485,TRUE,demographic_type_1,0.218301543,0.170789046
101,Start,Start,2022-02-23 11:23:59.59,2022-02-23 11:23:59.59,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,,0.364580771
101,Credit application received,SYSTEM,2022-02-23 11:23:59.59,2022-02-23 11:23:59.59,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,,0.364580771
101,Check Liability,Clerk-000001,2022-02-23 11:46:40.40,2022-02-23 11:30:54.54,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,,0.364580771
101,Check Risk,Clerk-000004,2022-02-23 11:56:03.03,2022-02-23 11:47:08.08,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,,0.364580771
101,Check Monthly Income,Clerk-000003,2022-02-23 12:00:34.34,2022-02-23 11:56:03.03,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,0.178915864,0.364580771
101,Notify rejection,Credit Officer-000004,2022-02-23 12:14:22.22,2022-02-23 12:00:34.34,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,0.178915864,0.364580771
101,Credit application processed,SYSTEM,2022-02-23 12:14:22.22,2022-02-23 12:14:22.22,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,0.178915864,0.364580771
101,End,End,2022-02-23 12:14:22.22,2022-02-23 12:14:22.22,503.1722409,4572.478874,80.58415165,TRUE,demographic_type_2,0.178915864,0.364580771
1010,Start,Start,2022-04-06 12:44:41.41,2022-04-06 12:44:41.41,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,,0.135536538
1010,Credit application received,SYSTEM,2022-04-06 12:44:41.41,2022-04-06 12:44:41.41,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,,0.135536538
1010,Check Liability,Clerk-000002,2022-04-06 12:47:19.19,2022-04-06 12:44:41.41,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,,0.135536538
1010,Check Risk,Clerk-000001,2022-04-06 12:57:34.34,2022-04-06 12:47:19.19,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,,0.135536538
1010,Check Monthly Income,Clerk-000004,2022-04-06 13:01:59.59,2022-04-06 12:57:34.34,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,0.953642671,0.135536538
1010,Assess application,Clerk-000001,2022-04-06 13:07:58.58,2022-04-06 13:01:59.59,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,0.953642671,0.135536538
1010,Notify rejection,Credit Officer-000002,2022-04-06 13:25:09.09,2022-04-06 13:07:58.58,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,0.953642671,0.135536538
1010,Credit application processed,SYSTEM,2022-04-06 13:25:09.09,2022-04-06 13:25:09.09,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,0.953642671,0.135536538
1010,End,End,2022-04-06 13:25:09.09,2022-04-06 13:25:09.09,1286.450345,4385.975486,4898.32561,TRUE,demographic_type_3,0.953642671,0.135536538
1011,Start,Start,2022-04-06 12:45:35.35,2022-04-06 12:45:35.35,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,,0.231946447
1011,Credit application received,SYSTEM,2022-04-06 12:45:35.35,2022-04-06 12:45:35.35,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,,0.231946447
1011,Check Liability,Clerk-000004,2022-04-06 12:51:44.44,2022-04-06 12:45:35.35,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,,0.231946447
1011,Check Risk,Clerk-000002,2022-04-06 13:06:20.20,2022-04-06 12:51:44.44,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,,0.231946447
1011,Check Monthly Income,Clerk-000003,2022-04-06 13:11:39.39,2022-04-06 13:06:20.20,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,0.734008465,0.231946447
1011,Assess application,Clerk-000004,2022-04-06 13:17:08.08,2022-04-06 13:11:39.39,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,0.734008465,0.231946447
1011,Notify rejection,Credit Officer-000003,2022-04-06 13:19:34.34,2022-04-06 13:17:08.08,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,0.734008465,0.231946447
1011,Credit application processed,SYSTEM,2022-04-06 13:19:34.34,2022-04-06 13:19:34.34,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,0.734008465,0.231946447
1011,End,End,2022-04-06 13:19:34.34,2022-04-06 13:19:34.34,1296.729046,4616.603318,7586.700499,TRUE,demographic_type_1,0.734008465,0.231946447
1012,Start,Start,2022-04-06 13:13:31.31,2022-04-06 13:13:31.31,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,,0.274201929
1012,Credit application received,SYSTEM,2022-04-06 13:13:31.31,2022-04-06 13:13:31.31,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,,0.274201929
1012,Check Liability,Clerk-000002,2022-04-06 13:23:53.53,2022-04-06 13:13:31.31,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,,0.274201929
1012,Check Risk,Clerk-000002,2022-04-06 13:32:32.32,2022-04-06 13:23:53.53,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,,0.274201929
1012,Notify rejection,Credit Officer-000004,2022-04-06 13:42:32.32,2022-04-06 13:32:32.32,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,0.220640248,0.274201929
1012,Credit application processed,SYSTEM,2022-04-06 13:42:32.32,2022-04-06 13:42:32.32,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,0.220640248,0.274201929
1012,End,End,2022-04-06 13:42:32.32,2022-04-06 13:42:32.32,1159.185374,3017.742617,26119.10555,TRUE,demographic_type_1,0.220640248,0.274201929
1013,Start,Start,2022-04-06 13:14:25.25,2022-04-06 13:14:25.25,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,,0.369920372
1013,Credit application received,SYSTEM,2022-04-06 13:14:25.25,2022-04-06 13:14:25.25,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,,0.369920372
1013,Check Liability,Clerk-000001,2022-04-06 13:26:23.23,2022-04-06 13:14:25.25,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,,0.369920372
1013,Check Risk,Clerk-000001,2022-04-06 13:39:44.44,2022-04-06 13:26:23.23,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,,0.369920372
1013,Notify rejection,Credit Officer-000003,2022-04-06 13:50:40.40,2022-04-06 13:39:44.44,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,0.151042175,0.369920372
1013,Credit application processed,SYSTEM,2022-04-06 13:50:40.40,2022-04-06 13:50:40.40,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,0.151042175,0.369920372
1013,End,End,2022-04-06 13:50:40.40,2022-04-06 13:50:40.40,1461.49751,3424.494314,12953.27434,TRUE,demographic_type_2,0.151042175,0.369920372
1014,Start,Start,2022-04-06 13:15:30.30,2022-04-06 13:15:30.30,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,,0.314921019
1014,Credit application received,SYSTEM,2022-04-06 13:15:30.30,2022-04-06 13:15:30.30,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,,0.314921019
1014,Check Liability,Clerk-000003,2022-04-06 13:26:04.04,2022-04-06 13:15:30.30,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,,0.314921019
1014,Check Risk,Clerk-000003,2022-04-06 13:36:04.04,2022-04-06 13:26:04.04,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,,0.314921019
1014,Notify rejection,Credit Officer-000001,2022-04-06 13:46:23.23,2022-04-06 13:36:04.04,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,0.179011174,0.314921019
1014,Credit application processed,SYSTEM,2022-04-06 13:46:23.23,2022-04-06 13:46:23.23,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,0.179011174,0.314921019
1014,End,End,2022-04-06 13:46:23.23,2022-04-06 13:46:23.23,1250.381609,4367.956777,16372.91879,TRUE,demographic_type_3,0.179011174,0.314921019
1015,Start,Start,2022-04-06 13:16:26.26,2022-04-06 13:16:26.26,474.8499583,4109.568271,5236.085427,TRUE,demographic_type_3,,0.483330222
1015,Credit application received,SYSTEM,2022-04-06 13:16:26.26,2022-04-06 13:16:26.26,474.8499583,4109.568271,5236.085427,TRUE,demographic_type_3,,0.483330222
1015,Check Liability,Clerk-000004,2022-04-06 13:23:54.54,2022-04-06 13:17:08.08,474.8499583,4109.568271,5236.085427,TRUE,demographic_type_3,,0.483330222
1015,Check Risk,Clerk-000004,2022-04-06 13:37:40.40,2022-04-06 13:23:54.54,474.8499583,4109.568271,5236.085427,TRUE,demographic_type_3,,0.483330222
1015,Check Monthly Income,Clerk-000002,2022-04-06 13:43:01.01,2022-04-06 13:37:40.40,474.8499583,4109.568271,5236.085427,TRUE,demographic_type_3,0.034689181,0.483330222
